ஃ x 
சேர்ந்தவர்களிடத்தில் seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɪ˞ɽʌt̪t̪ɪl 
சேர்ந்தவர்களின் seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɪn̺ 
சேர்ந்தவர்களுக்கான seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɨkkɑːn̺ə 
சேர்ந்தவர்களுக்கு seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɨkkɨ 
சேர்ந்தவர்களுக்குத் seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɨkkɨt̪ 
சேர்ந்தவர்களுக்கும் seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɨkkɨm 
சேர்ந்தவர்களும் seːrn̪d̪ʌʋʌrɣʌ˞ɭʼɨm 
சேர்ந்தவர்களே seːrn̪d̪ʌʋʌrɣʌ˞ɭʼeˑ 
சேர்ந்தவர்கள் seːrn̪d̪ʌʋʌrɣʌ˞ɭ 
சேர்ந்தவர்கள்தான் seːrn̪d̪ʌʋʌrɣʌ˞ɭðɑːn̺ 
சேர்ந்தவள் seːrn̪d̪ʌʋʌ˞ɭ 
சேர்ந்தார் seːrn̪d̪ɑːr 
சேர்ந்தார்கள் seːrn̪d̪ɑːrɣʌ˞ɭ 
சேர்ந்தால் seːrn̪d̪ɑːl 
சேர்ந்திருக்கிறார்கள் seːrn̪d̪ɪɾɨkkʲɪɾɑːrɣʌ˞ɭ 
சேர்ந்திருந்தால் seːrn̪d̪ɪɾɨn̪d̪ɑːl 
சேர்ந்திருப்பதன் seːrn̪d̪ɪɾɨppʌðʌn̺ 
சேர்ந்து seːrn̪d̪ɨ 
சேர்ந்துகொண்ட seːrn̪d̪ɨxɛ̝ˀɑ˞ːɳɖə 
சேர்ந்துகொண்டு seːrn̪d̪ɨxo̞ɳɖɨ 
சேர்ந்துகொள்கிறான் seːrn̪d̪ɨxo̞ɭgʲɪɾɑːn̺ 
சேர்ந்துதான் seːrn̪d̪ɨðɑːn̺ 
சேர்ந்துள் seːrn̪d̪ɨ˞ɭ 
சேர்ந்துள்ளது seːrn̪d̪ɨ˞ɭɭʌðɨ 
சேர்ந்துள்ளதுதான் seːrn̪d̪ɨ˞ɭɭʌðɨðɑːn̺ 
சேர்ந்துள்ளனர் seːrn̪d̪ɨ˞ɭɭʌn̺ʌr 
சேர்ந்துள்ளார் seːrn̪d̪ɨ˞ɭɭɑːr 
சேர்ந்துள்ளோம் seːrn̪d̪ɨ˞ɭɭoːm 
சேர்ந்துவிட seːrn̪d̪ɨʋɪ˞ɽə 
சேர்ந்துவிடுகிறான் seːrn̪d̪ɨʋɪ˞ɽɨçɪɾɑːn̺ 
சேர்ந்துவிடும் seːrn̪d̪ɨʋɪ˞ɽɨm 
சேர்ந்தேன் seːrn̪d̪eːn̺ 
சேர்ந்தோர் seːrn̪d̪oːr 
சேர்ப் seːrp 
சேர்ப்பதற்கு seːrppʌðʌrkɨ 
சேர்ப்பதில் seːrppʌðɪl 
சேர்ப்பது seːrppʌðɨ 
சேர்ப்பவை seːrppʌʋʌɪ̯ 
சேர்ப்புக்கு seːrppʉ̩kkɨ 
சேர்மன் seːrmʌn̺ 
சேர்வதற்குள் seːrʋʌðʌrkɨ˞ɭ 
சேர்வது seːrʋʌðɨ 
சேர்வதை seːrʋʌðʌɪ̯ 
சேறு seːɾɨ 
சேற்றில் seːt̺t̺ʳɪl 
சேலத்திலிருந்து seːlʌt̪t̪ɪlɪɾɨn̪d̪ɨ 
சேலத்திலும் seːlʌt̪t̪ɪlɨm 
சேலத்தில் seːlʌt̪t̪ɪl 
சேலத்து seːlʌt̪t̪ɨ 
சேலம் seːlʌm 
சேலையுடன் seːlʌjɪ̯ɨ˞ɽʌn̺ 
சேலையூரில் seːlʌjɪ̯uːɾɪl 
சேல்ஸ் seːls 
சேவகி seːʋʌçɪˑ 
சேவல் seːʋʌl 
சேவா seːʋɑː 
சேவிங்ஸ் seːʋɪŋs 
சேவியர் seːʋɪɪ̯ʌr 
சேவிஸ் seːʋɪs 
சேவூர் seːʋuːr 
சேவை seːʋʌɪ̯ 
சேவைகளின் seːʋʌɪ̯xʌ˞ɭʼɪn̺ 
சேவைகளிலும் seːʋʌɪ̯xʌ˞ɭʼɪlɨm 
சேவைகளுக்கு seːʋʌɪ̯xʌ˞ɭʼɨkkɨ 
சேவைகளுக்கும் seːʋʌɪ̯xʌ˞ɭʼɨkkɨm 
சேவைகளும் seːʋʌɪ̯xʌ˞ɭʼɨm 
சேவைகளை seːʋʌɪ̯xʌ˞ɭʼʌɪ̯ 
சேவைகளையும் seːʋʌɪ̯xʌ˞ɭʼʌjɪ̯ɨm 
சேவைகளையோ seːʋʌɪ̯xʌ˞ɭʼʌjɪ̯oˑ 
சேவைகள் seːʋʌɪ̯xʌ˞ɭ 
சேவைக்காக seːʋʌjccɑːxə 
சேவைக்கான seːʋʌjccɑːn̺ə 
சேவைக்கு seːʋʌjccɨ 
சேவைக்கும் seːʋʌjccɨm 
சேவைக்குள் seːʋʌjccɨ˞ɭ 
சேவைதான் seːʋʌɪ̯ðɑːn̺ 
சேவைத் seːʋʌɪ̯t̪ 
சேவைத்துறை seːʋʌɪ̯t̪t̪ɨɾʌɪ̯ 
சேவைத்துறையில் seːʋʌɪ̯t̪t̪ɨɾʌjɪ̯ɪl 
சேவைப் seːʋʌɪ̯p 
சேவையாக seːʋʌjɪ̯ɑːxə 
சேவையாகக் seːʋʌjɪ̯ɑːxʌk 
சேவையானது seːʋʌjɪ̯ɑːn̺ʌðɨ 
சேவையினை seːʋʌjɪ̯ɪn̺ʌɪ̯ 
சேவையிலும் seːʋʌjɪ̯ɪlɨm 
சேவையில் seːʋʌjɪ̯ɪl 
சேவையும் seːʋʌjɪ̯ɨm 
சேவையே seːʋʌjɪ̯eˑ 
சேவையை seːʋʌjɪ̯ʌɪ̯ 
சேவையைக் seːʋʌjɪ̯ʌɪ̯k 
சேவையைப் seːʋʌjɪ̯ʌɪ̯p 
சேஸிங் seːsɪŋ 
சேஸிஸ் seːsɪs 
சோகம் seːˀɑːxʌm 
சோதனைகள் seːˀɑːðʌn̺ʌɪ̯xʌ˞ɭ 
சை sʌɪ̯ 
சைகளை sʌɪ̯xʌ˞ɭʼʌɪ̯ 
சைக் sʌɪ̯k 
சைக்காலஜிக்கல் sʌjccɑːlʌdʒɪkkʌl 
சைக்கி sʌjccɪˑ 
சைக்கிளா sʌjccɪ˞ɭʼɑː 
சைக்கிளாவது sʌjccɪ˞ɭʼɑːʋʌðɨ 
சைக்கிளிங் sʌjccɪ˞ɭʼɪŋ 
சைக்கிளின் sʌjccɪ˞ɭʼɪn̺ 
சைக்கிளில் sʌjccɪ˞ɭʼɪl 
சைக்கிளுக்கான sʌjccɪ˞ɭʼɨkkɑːn̺ə 
சைக்கிளுக்கு sʌjccɪ˞ɭʼɨkkɨ 
சைக்கிளுக்கென்றே sʌjccɪ˞ɭʼɨkkɛ̝n̺d̺ʳeˑ 
சைக்கிளும் sʌjccɪ˞ɭʼɨm 
சைக்கிளை sʌjccɪ˞ɭʼʌɪ̯ 
சைக்கிளைக் sʌjccɪ˞ɭʼʌɪ̯k 
சைக்கிளைக்கொண்டே sʌjccɪ˞ɭʼʌjcco̞ɳɖeˑ 
சைக்கிளைத் sʌjccɪ˞ɭʼʌɪ̯t̪ 
சைக்கிளைப் sʌjccɪ˞ɭʼʌɪ̯p 
சைக்கிளையும் sʌjccɪ˞ɭʼʌjɪ̯ɨm 
சைக்கிளையே sʌjccɪ˞ɭʼʌjɪ̯eˑ 
சைக்கிளோ sʌjccɪ˞ɭʼoˑ 
சைக்கிள் sʌjccɪ˞ɭ 
சைக்கிள்களாக sʌjccɪ˞ɭxʌ˞ɭʼɑːxə 
சைக்கிள்களின் sʌjccɪ˞ɭxʌ˞ɭʼɪn̺ 
சைக்கிள்களுக்கு sʌjccɪ˞ɭxʌ˞ɭʼɨkkɨ 
சைக்கிள்களுக்குத் sʌjccɪ˞ɭxʌ˞ɭʼɨkkɨt̪ 
சைக்கிள்களும் sʌjccɪ˞ɭxʌ˞ɭʼɨm 
சைக்கிள்களை sʌjccɪ˞ɭxʌ˞ɭʼʌɪ̯ 
சைக்கிள்களைத் sʌjccɪ˞ɭxʌ˞ɭʼʌɪ̯t̪ 
சைக்கிள்களையும் sʌjccɪ˞ɭxʌ˞ɭʼʌjɪ̯ɨm 
சைக்கிள்களோ sʌjccɪ˞ɭxʌ˞ɭʼoˑ 
சைக்கிள்கள் sʌjccɪ˞ɭxʌ˞ɭ 
சைக்கிள்கள்தான் sʌjccɪ˞ɭxʌ˞ɭðɑːn̺ 
சைக்கிள்தான் sʌjccɪ˞ɭðɑːn̺ 
சைக்கிள்ஸ் sʌjccɪ˞ɭs 
சைக்கிள்﻿ sʌjccɪ˞ɭ﻿ 
சைடு sʌɪ̯ʈɨ 
சைடுபாஸ் sʌɪ̯ʈɨβɑːs 
சைட் sʌɪ̯ʈ 
சைட்சீயிங் sʌɪ̯ʈtʃiːɪ̯ɪŋ 
சைண்டிபிக்கா sʌɪ̯ɳɖɪβɪkkɑː 
சைதன்ய sʌɪ̯ðʌn̺ɪ̯ə 
சைதாப்பேட்டை sʌɪ̯ðɑːppe˞ːʈʈʌɪ̯ 
சைதாப்பேட்டையில் sʌɪ̯ðɑːppe˞ːʈʈʌjɪ̯ɪl 
சைத்தன்ய sʌɪ̯t̪t̪ʌn̺ɪ̯ə 
சைத்தானின் sʌɪ̯t̪t̪ɑːn̺ɪn̺ 
சைத்தானுக்கு sʌɪ̯t̪t̪ɑːn̺ɨkkɨ 
சைத்தான் sʌɪ̯t̪t̪ɑːn̺ 
சைனாடவுன் sʌɪ̯n̺ɑ˞ːɽʌʋʉ̩n̺ 
சைபர் sʌɪ̯βʌr 
சைபீரிய sʌɪ̯βiːɾɪɪ̯ə 
சைபீரியா sʌɪ̯βiːɾɪɪ̯ɑː 
சைபீரியாவுக்கு sʌɪ̯βiːɾɪɪ̯ɑːʋʉ̩kkɨ 
சையத் sʌjɪ̯ʌt̪ 
சைரஸ் sʌɪ̯rʌs 
சைலன்சரில் sʌɪ̯lʌn̺sʌɾɪl 
சைலன்சர் sʌɪ̯lʌn̺sʌr 
சைலன்ஸர் sʌɪ̯lʌn̺sʌr 
சைலி sʌɪ̯lɪˑ 
சைலோ sʌɪ̯loˑ 
சைல்டு sʌɪ̯lʈɨ 
சைஸ் sʌɪ̯s 
சொகு so̞xɨ 
சொகுசாக so̞xɨsɑːxə 
சொகுசான so̞xɨsɑːn̺ə 
சொகுசானதாக so̞xɨsɑːn̺ʌðɑːxə 
சொகுசின் so̞xɨsɪn̺ 
சொகுசு so̞xɨsɨ 
சொகுசுக் so̞xɨsuk 
சொகுசும் so̞xɨsum 
சொக்கலிங்கம் so̞kkʌlɪŋgʌm 
சொசைட்டி so̞sʌɪ̯ʈʈɪˑ 
சொச்சம் so̞tʃtʃʌm 
சொடுக்கில் so̞ɽɨkkʲɪl 
சொடுக்கும் so̞ɽɨkkɨm 
சொட்டு so̞ʈʈɨ 
சொதப்ப so̞ðʌppə 
சொதப்பலாக so̞ðʌppʌlɑːxə 
சொதப்பல் so̞ðʌppʌl 
சொதப்புகின்றனர் so̞ðʌppʉ̩çɪn̺d̺ʳʌn̺ʌr 
சொதப்புகிறார் so̞ðʌppʉ̩çɪɾɑːr 
சொதப்புகிறார்கள் so̞ðʌppʉ̩çɪɾɑːrɣʌ˞ɭ 
சொத்தாக so̞t̪t̪ɑːxə 
சொத்தான so̞t̪t̪ɑːn̺ə 
சொத்தில் so̞t̪t̪ɪl 
சொத்து so̞t̪t̪ɨ 
சொத்துகளின் so̞t̪t̪ɨxʌ˞ɭʼɪn̺ 
சொத்துகளை so̞t̪t̪ɨxʌ˞ɭʼʌɪ̯ 
சொத்துகளையும் so̞t̪t̪ɨxʌ˞ɭʼʌjɪ̯ɨm 
சொத்துகள் so̞t̪t̪ɨxʌ˞ɭ 
சொத்துக் so̞t̪t̪ɨk 
சொத்துக்களின் so̞t̪t̪ɨkkʌ˞ɭʼɪn̺ 
சொத்துக்களை so̞t̪t̪ɨkkʌ˞ɭʼʌɪ̯ 
சொத்துக்கள் so̞t̪t̪ɨkkʌ˞ɭ 
சொத்துக்குவிப்பு so̞t̪t̪ɨkkɨʋɪppʉ̩ 
சொத்துப் so̞t̪t̪ɨp 
சொத்தும் so̞t̪t̪ɨm 
சொத்துரிமை so̞t̪t̪ɨɾɪmʌɪ̯ 
சொத்துரிமைச் so̞t̪t̪ɨɾɪmʌɪ̯tʃ 
சொத்துரிமையின் so̞t̪t̪ɨɾɪmʌjɪ̯ɪn̺ 
சொத்துரிமையில் so̞t̪t̪ɨɾɪmʌjɪ̯ɪl 
சொத்துரிமையும் so̞t̪t̪ɨɾɪmʌjɪ̯ɨm 
சொத்துரிமையைக் so̞t̪t̪ɨɾɪmʌjɪ̯ʌɪ̯k 
சொத்தை so̞t̪t̪ʌɪ̯ 
சொத்தையும் so̞t̪t̪ʌjɪ̯ɨm 
சொந்த so̞n̪d̪ə 
சொந்தஊர் so̞n̪d̪ʌʷuːr 
சொந்தக் so̞n̪d̪ʌk 
சொந்தக்காரனான so̞n̪d̪ʌkkɑːɾʌn̺ɑːn̺ə 
சொந்தக்காரரால் so̞n̪d̪ʌkkɑːɾʌɾɑːl 
சொந்தக்காரர் so̞n̪d̪ʌkkɑːɾʌr 
சொந்தக்காரர்களின் so̞n̪d̪ʌkkɑːɾʌrɣʌ˞ɭʼɪn̺ 
சொந்தக்காலில் so̞n̪d̪ʌkkɑːlɪl 
சொந்தக்கால்களிலேயே so̞n̪d̪ʌkkɑːlxʌ˞ɭʼɪleːɪ̯eˑ 
சொந்தங்கள் so̞n̪d̪ʌŋgʌ˞ɭ 
சொந்தத் so̞n̪d̪ʌt̪ 
சொந்தமா so̞n̪d̪ʌmɑː 
சொந்தமாக so̞n̪d̪ʌmɑːxə 
சொந்தமாகவே so̞n̪d̪ʌmɑːxʌʋeˑ 
சொந்தமாக்கி so̞n̪d̪ʌmɑːkkʲɪˑ 
சொந்தமாக்கிக் so̞n̪d̪ʌmɑːkkʲɪk 
சொந்தமான so̞n̪d̪ʌmɑːn̺ə 
சொந்தமானதாக so̞n̪d̪ʌmɑːn̺ʌðɑːxə 
சொந்தமானது so̞n̪d̪ʌmɑːn̺ʌðɨ 
சொந்தமானவரும்கூட so̞n̪d̪ʌmɑːn̺ʌʋʌɾɨmgu˞ːɽə 
சொந்தமானவை so̞n̪d̪ʌmɑːn̺ʌʋʌɪ̯ 
சொந்தம் so̞n̪d̪ʌm 
சொன்ன so̞n̺n̺ə 
சொன்னதற்கு so̞n̺n̺ʌðʌrkɨ 
சொன்னதாகப் so̞n̺n̺ʌðɑːxʌp 
சொன்னதாகவும் so̞n̺n̺ʌðɑːxʌʋʉ̩m 
சொன்னதால் so̞n̺n̺ʌðɑːl 
சொன்னது so̞n̺n̺ʌðɨ 
சொன்னதும் so̞n̺n̺ʌðɨm 
சொன்னதை so̞n̺n̺ʌðʌɪ̯ 
சொன்னதைத்தான் so̞n̺n̺ʌðʌɪ̯t̪t̪ɑːn̺ 
சொன்னதையெல்லாம் so̞n̺n̺ʌðʌjɪ̯ɛ̝llɑːm 
சொன்னபடி so̞n̺n̺ʌβʌ˞ɽɪˑ 
சொன்னபடியே so̞n̺n̺ʌβʌ˞ɽɪɪ̯eˑ 
சொன்னபோது so̞n̺n̺ʌβoːðɨ 
சொன்னவனை so̞n̺n̺ʌʋʌn̺ʌɪ̯ 
சொன்னாக் so̞n̺n̺ɑːk 
சொன்னானா so̞n̺n̺ɑːn̺ɑː 
சொன்னார் so̞n̺n̺ɑːr 
சொன்னார்களா so̞n̺n̺ɑːrɣʌ˞ɭʼɑː 
சொன்னார்களே so̞n̺n̺ɑːrɣʌ˞ɭʼeˑ 
சொன்னார்கள் so̞n̺n̺ɑːrɣʌ˞ɭ 
சொன்னாலும் so̞n̺n̺ɑːlɨm 
சொன்னால் so̞n̺n̺ɑːl 
சொன்னேனா so̞n̺n̺eːn̺ɑː 
சொன்னேன் so̞n̺n̺eːn̺ 
சொன்னோம் so̞n̺n̺oːm 
சொரத்தூர் so̞ɾʌt̪t̪uːr 
சொர்க்க so̞rkkə 
சொர்க்கத்தில் so̞rkkʌt̪t̪ɪl 
சொர்க்கத்தை so̞rkkʌt̪t̪ʌɪ̯ 
சொறியும் so̞ɾɪɪ̯ɨm 
சொற்களைப் so̞rkʌ˞ɭʼʌɪ̯p 
சொற்ப so̞rpə 
சொற்பொழிவாளர்கள் so̞rpo̞ɻɪʋɑ˞ːɭʼʌrɣʌ˞ɭ 
சொற்றொடர் so̞t̺t̺ʳo̞ɽʌr 
சொற்றொடர்கள் so̞t̺t̺ʳo̞ɽʌrɣʌ˞ɭ 
சொல் so̞l 
சொல்கின்றன so̞lgʲɪn̺d̺ʳʌn̺ə 
சொல்கின்றனர் so̞lgʲɪn̺d̺ʳʌn̺ʌr 
சொல்கிறது so̞lgʲɪɾʌðɨ 
சொல்கிறதோ so̞lgʲɪɾʌðoˑ 
சொல்கிறான் so̞lgʲɪɾɑːn̺ 
சொல்கிறார் so̞lgʲɪɾɑːr 
சொல்கிறார்களே so̞lgʲɪɾɑːrɣʌ˞ɭʼeˑ 
சொல்கிறார்கள் so̞lgʲɪɾɑːrɣʌ˞ɭ 
சொல்கிறாளோ so̞lgʲɪɾɑ˞ːɭʼoˑ 
சொல்கிறாள் so̞lgʲɪɾɑ˞ːɭ 
சொல்கிறீர்களா so̞lgʲɪɾiːrɣʌ˞ɭʼɑː 
சொல்கிறீர்கள் so̞lgʲɪɾiːrɣʌ˞ɭ 
சொல்கிறேன் so̞lgʲɪɾeːn̺ 
சொல்கிறோம் so̞lgʲɪɾoːm 
சொல்கிறோம் so̞lgʲɪɾoːm 
சொல்பவர் so̞lβʌʋʌr 
சொல்பவர்களுக்கு so̞lβʌʋʌrɣʌ˞ɭʼɨkkɨ 
சொல்பவர்களும் so̞lβʌʋʌrɣʌ˞ɭʼɨm 
சொல்பவர்களை so̞lβʌʋʌrɣʌ˞ɭʼʌɪ̯ 
சொல்பவர்களையும் so̞lβʌʋʌrɣʌ˞ɭʼʌjɪ̯ɨm 
சொல்யூஷன்ஸ் so̞lɪ̯uːʂʌn̺s 
சொல்றாங்க so̞lrɑːŋgə 
சொல்ல so̞llə 
சொல்லக் so̞llʌk 
சொல்லக்கூடாது so̞llʌkku˞ːɽɑːðɨ 
சொல்லட்டும் so̞llʌ˞ʈʈɨm 
சொல்லணும்னா so̞llʌ˞ɳʼɨmn̺ɑː 
சொல்லத்தான் so̞llʌt̪t̪ɑːn̺ 
சொல்லத்தெறியலை so̞llʌt̪t̪ɛ̝ɾɪɪ̯ʌlʌɪ̯ 
சொல்லப் so̞llʌp 
சொல்லப்படப்போகின்றன so̞llʌppʌ˞ɽʌppoːçɪn̺d̺ʳʌn̺ə 
சொல்லப்படுகின்ற so̞llʌppʌ˞ɽɨçɪn̺d̺ʳə 
சொல்லப்படுகின்றன so̞llʌppʌ˞ɽɨçɪn̺d̺ʳʌn̺ə 
சொல்லப்படுகிறது so̞llʌppʌ˞ɽɨçɪɾʌðɨ 
சொல்லப்படுகிறதே so̞llʌppʌ˞ɽɨçɪɾʌðeˑ 
சொல்லப்படுபவை so̞llʌppʌ˞ɽɨβʌʋʌɪ̯ 
சொல்லப்படும் so̞llʌppʌ˞ɽɨm 
சொல்லப்படுவதாக so̞llʌppʌ˞ɽɨʋʌðɑːxə 
சொல்லப்பட்டது so̞llʌppʌ˞ʈʈʌðɨ 
சொல்லப்பட்டிருக்கிறது so̞llʌppʌ˞ʈʈɪɾɨkkʲɪɾʌðɨ 
சொல்லப்பட்டு so̞llʌppʌ˞ʈʈɨ 
சொல்லப்பட்டுள்ளது so̞llʌppʌ˞ʈʈɨ˞ɭɭʌðɨ 
சொல்லப்போகிறார் so̞llʌppoːçɪɾɑːr 
சொல்லமாட்டார் so̞llʌmɑ˞ːʈʈɑːr 
சொல்லமுடியாத so̞llʌmʉ̩˞ɽɪɪ̯ɑːðə 
சொல்லமுடியாது so̞llʌmʉ̩˞ɽɪɪ̯ɑːðɨ 
சொல்லமுடியாது so̞llʌmʉ̩˞ɽɪɪ̯ɑːðɨ 
சொல்லலாம் so̞llʌlɑːm 
சொல்லவருகிறார் so̞llʌʋʌɾɨçɪɾɑːr 
சொல்லவா so̞llʌʋɑː 
சொல்லவில்லை so̞llʌʋɪllʌɪ̯ 
சொல்லவில்லையே so̞llʌʋɪllʌjɪ̯eˑ 
சொல்லவில்லையே” so̞llʌʋɪllʌjɪ̯eː” 
சொல்லவும் so̞llʌʋʉ̩m 
சொல்லவே so̞llʌʋeˑ 
சொல்லவேண்டும் so̞llʌʋe˞ːɳɖɨm 
சொல்லா so̞llɑː 
சொல்லாக so̞llɑːxə 
சொல்லாத so̞llɑːðə 
சொல்லாததையும் so̞llɑːðʌðʌjɪ̯ɨm 
சொல்லாமலா so̞llɑːmʌlɑː 
சொல்லாமல் so̞llɑːmʌl 
சொல்லி so̞llɪˑ 
சொல்லிக் so̞llɪk 
சொல்லிக்கொடுத்தது so̞llɪkko̞ɽɨt̪t̪ʌðɨ 
சொல்லிக்கொடுத்தனர் so̞llɪkko̞ɽɨt̪t̪ʌn̺ʌr 
சொல்லிக்கொடுத்துச் so̞llɪkko̞ɽɨt̪t̪ɨtʃ 
சொல்லிக்கொண்டிருக்கும்போது so̞llɪkko̞ɳɖɪɾɨkkɨmboːðɨ 
சொல்லிக்கொண்டே so̞llɪkko̞ɳɖeˑ 
சொல்லிக்கொள்கிறோம் so̞llɪkko̞ɭgʲɪɾoːm 
சொல்லிக்கொள்ளும் so̞llɪkko̞ɭɭɨm 
சொல்லிக்கொள்ளும்படி so̞llɪkko̞ɭɭɨmbʌ˞ɽɪˑ 
சொல்லிச் so̞llɪtʃ 
சொல்லித் so̞llɪt̪ 
சொல்லித்தருகின்றனர் so̞llɪt̪t̪ʌɾɨçɪn̺d̺ʳʌn̺ʌr 
சொல்லித்தரும்படி so̞llɪt̪t̪ʌɾɨmbʌ˞ɽɪˑ 
சொல்லித்தருவது so̞llɪt̪t̪ʌɾɨʋʌðɨ 
சொல்லித்தான் so̞llɪt̪t̪ɑːn̺ 
சொல்லிப் so̞llɪp 
சொல்லியதெல்லாம் so̞llɪɪ̯ʌðɛ̝llɑːm 
சொல்லியிருக்கிறார் so̞llɪɪ̯ɪɾɨkkʲɪɾɑːr 
சொல்லியிருக்கிறோம் so̞llɪɪ̯ɪɾɨkkʲɪɾoːm 
சொல்லியிருந்தனர் so̞llɪɪ̯ɪɾɨn̪d̪ʌn̺ʌr 
சொல்லியிருப்பது so̞llɪɪ̯ɪɾɨppʌðɨ 
சொல்லியும் so̞llɪɪ̯ɨm 
சொல்லியுள்ளார் so̞llɪɪ̯ɨ˞ɭɭɑːr 
சொல்லியே so̞llɪɪ̯eˑ 
சொல்லில் so̞llɪl 
சொல்லிவிடலாம் so̞llɪʋɪ˞ɽʌlɑːm 
சொல்லிவிடுகிறாள் so̞llɪʋɪ˞ɽɨçɪɾɑ˞ːɭ 
சொல்லிவிட்டாரே so̞llɪʋɪ˞ʈʈɑːɾeˑ 
சொல்லிவிட்டார் so̞llɪʋɪ˞ʈʈɑːr 
சொல்லிவிட்டு so̞llɪʋɪ˞ʈʈɨ 
சொல்லிவிட்டுச் so̞llɪʋɪ˞ʈʈɨtʃ 
சொல்லிவிட்டுத் so̞llɪʋɪ˞ʈʈɨt̪ 
சொல்லுகிறார் so̞llɨçɪɾɑːr 
சொல்லுகிறார்களே so̞llɨçɪɾɑːrɣʌ˞ɭʼeˑ 
சொல்லுகிறார்கள் so̞llɨçɪɾɑːrɣʌ˞ɭ 
சொல்லுங்கள் so̞llɨŋgʌ˞ɭ 
சொல்லுங்கள் so̞llɨŋgʌ˞ɭ 
சொல்லும் so̞llɨm 
சொல்லும்போதும் so̞llɨmboːðɨm 
சொல்லும்போதே so̞llɨmboːðeˑ 
சொல்லுவதுதான் so̞llɨʋʌðɨðɑːn̺ 
சொல்லுவார்களோ so̞llɨʋɑːrɣʌ˞ɭʼoˑ 
சொல்லுவேன் so̞llɨʋeːn̺ 
சொல்லை so̞llʌɪ̯ 
சொல்வதற்காக so̞lʋʌðʌrkɑːxə 
சொல்வதற்கு so̞lʋʌðʌrkɨ 
சொல்வதற்குப் so̞lʋʌðʌrkɨp 
சொல்வதற்கோ so̞lʋʌðʌrkoˑ 
சொல்வதாக so̞lʋʌðɑːxə 
சொல்வதாகும் so̞lʋʌðɑːxɨm 
சொல்வதால் so̞lʋʌðɑːl 
சொல்வதில்லை so̞lʋʌðɪllʌɪ̯ 
சொல்வது so̞lʋʌðɨ 
சொல்வதுண்டு so̞lʋʌðɨ˞ɳɖɨ 
